Date,Title,Location,Time,Description,Category,Audience
"Wednesday July 29, 2026",I Love Kandi,ENTERPRISE LIBRARY,4:00pm - 5:00pm,Join us at Enterprise Library and make awesome kandi crafts! For teens ages 10 to 17 years old.,"Arts, Crafts & Hobbies","Tweens, Teens"
"Wednesday July 29, 2026",Summer Tutoring,ENTERPRISE LIBRARY,4:00pm - 6:00pm,"Enterprise Library is offering free summer tutoring services for youth in grades K-12. Our tutor can assist with Reading, Writing, and Math!",Education & Literacy,"Tweens, Teens, Kids"
"Wednesday July 29, 2026",Capybara Cuties!,CLARK COUNTY LIBRARY,4:00pm - 5:00pm,"Celebrate the existence of the coolest (and largest) rodent on Earth, the Capybara! For children ages 6 and up.","Arts, Crafts & Hobbies","Tweens, Kids Page 180 of 193 --footer-line CANCELLED EVENT"
"Wednesday July 29, 2026",Family Storytime,RAINBOW LIBRARY,4:30pm - 5:00pm,"Join us each week to enjoy some books and music, followed by a special STEAM activity that is fun for everyone! Check our paper calendar or give us a call to find out today's activity. For ages 0-11.",Storytime,"Tweens, Toddlers, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Magician Adam London,WINDMILL LIBRARY,4:30pm - 5:15pm,Magical Comedy,Entertainment & Theater,"Tweens, Teens, Kids REGISTERED EVENT"
"Wednesday July 29, 2026",STEM Meets Art,SUMMERLIN LIBRARY,4:30pm - 5:30pm,Learn about solubility and decorate your very own tote bag.,"Arts, Crafts & Hobbies • STEAM",Kids
"Wednesday July 29, 2026",Meet Up and Eat Up,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join East Las Vegas Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",3 Little Pigs STEM Challenge,CENTENNIAL HILLS LIBRARY,4:30pm - 5:15pm,"Test your engineering skills and build a new house for the three little pigs using our craft supplies. Then, our big, bad wolf will try to huff and puff and blow the house down. Grades K-5.",STEAM,Kids Good Neighbor Sam (1964)/Send Me
"Wednesday July 29, 2026",No Flowers (1964),CLARK COUNTY LIBRARY,5:00pm - 7:00pm,Celebrate 1964 with two movies from 1964!,Entertainment & Theater,"Teens, Seniors, Adults"
"Wednesday July 29, 2026",Fiber Arts Lounge,SUNRISE LIBRARY,5:00pm - 6:00pm,"Calling all knitters, crocheters, and makers! Join us for a relaxed meet up for fiber arts enthusiasts. Bring your own project, meet like- minded folks, and find inspiration!","Arts, Crafts & Hobbies","Teens, Adults"
"Wednesday July 29, 2026",Book Sale,BLUE DIAMOND LIBRARY,5:00pm - 7:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Wednesday July 29, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,5:00pm - 6:00pm,The original lava lamps uses wax and a liquid. You can make your own lava lamp that creates mesmerizing bubbles without heat! Come and make one with us.,STEAM,"Tweens, Teens, Seniors, Kids, Adults Page 181 of 193 --footer-line"
"Wednesday July 29, 2026",Take and Make,BLUE DIAMOND LIBRARY,5:00pm - 7:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults REGISTERED EVENT"
"Wednesday July 29, 2026",Content College: Interviews,WEST LAS VEGAS LIBRARY,5:30pm - 7:30pm,"Interviews are a popular gig for camera operators, so let's learn to: Position your subject, light your subject, match camera settings, set up/test audio, and how to ask the right questions!","Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Adults"
"Wednesday July 29, 2026",Low Beginner English (ESL) Class,SPRING VALLEY LIBRARY,5:30pm - 7:30pm,Come learn and practice your English skills at a Low Beginner level. Students must register before attending.,Education & Literacy,Adults
"Wednesday July 29, 2026",Author Visit,SAHARA WEST LIBRARY,6:00pm - 7:00pm,Come join author Tochi Onyebuchi talk about his books and creative writing process.,"Books, Poetry & Writing • Lectures & Conversations","Seniors, Adults"
"Wednesday July 29, 2026",Monticello Declaration Book Club,ENTERPRISE LIBRARY,6:00pm - 7:00pm,"The kickoff for a four part reading, viewing and discussion series on the Declaration of Independence created by the National Constitution Center and the Thomas Jefferson Foundation.","Books, Poetry & Writing • Education & Literacy • Lectures & Conversations","Teens, Seniors, Adults"
"Wednesday July 29, 2026",Red Rock Citizen's Advisory Council,BLUE DIAMOND LIBRARY,7:00pm - 8:00pm,The RRCAC will have a meeting at 7pm. Please call the Clark County office if you have questions.,Community Events,"Seniors, Adults REGISTERED EVENT"
"Wednesday July 29, 2026",Solo Recording Basics,EAST LAS VEGAS LIBRARY,7:00pm - 7:45pm,Want to use our whisper booth to record your music? During this free class you will be taught the basics of recording yourself on our equipment. This is a required class for recording reservations.,"Arts, Crafts & Hobbies • Business, Career, & Finance • Computers & Technology ...",Adults
"Thursday July 30, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 7:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies Page 182 of 193 --footer-line"
"Thursday July 30, 2026",Crosswords & Coloring for Adults,MEADOWS LIBRARY,10:00am - 12:00pm,"Stop by and unwind with a relaxing mix of crosswords and adult coloring pages. No registration needed, just come in, grab a seat, and enjoy some quiet, creative time at your own pace.","Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 30, 2026",Pre-K Packet to Go,SPRING VALLEY LIBRARY,10:00am - 8:00pm,Come in and pick up a pre-k packet for your little one to work on at home. While supplies last.,"Arts, Crafts & Hobbies",Preschoolers
"Thursday July 30, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 8:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 30, 2026",Baby Storytime,CENTENNIAL HILLS LIBRARY,10:30am - 11:00am,"This storytime is for all children ages 0-18 months & their parents. Families will enjoy books, songs, rhymes, & movement activities while building language & literacy skills. Space is limited.",Storytime,Babies
"Thursday July 30, 2026",Five & Under Storytime,WINDMILL LIBRARY,10:30am - 11:00am,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers, Kids, Babies I Heart Whitney Fresh Start Mobile"
"Thursday July 30, 2026",Shower,WHITNEY LIBRARY,10:30am - 1:30pm,"Private shower stalls for unhoused individuals wanting time to refresh themselves. The ""Fresh Start Wash and Wellness"" trailer's shower stalls include a toilet, sink, and a shower.",Community Events,"Seniors, Adults"
"Thursday July 30, 2026",Five and Under Storytime,SUNRISE LIBRARY,10:30am - 11:00am,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills. This program is for all children under the age of 5 and their caregivers.",Education & Literacy • Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 30, 2026",Toddler Storytime,WEST CHARLESTON LIBRARY,10:30am - 11:00am,"Children ages 18-36 months and parents will have fun as we share songs, rhymes, and stories.",Storytime,Toddlers
"Thursday July 30, 2026",Preschool Art,LAUGHLIN LIBRARY,10:30am - 11:30am,"This preschool art program gives children space to explore, create, and express themselves.","Arts, Crafts & Hobbies • STEAM","Toddlers, Kids"
"Thursday July 30, 2026",Tiny Tots Friendship Day,WHITNEY LIBRARY,10:30am - 11:30am,Friendship is the best chapter of all!,"Arts, Crafts & Hobbies • Storytime","Toddlers, Preschoolers, Babies Three Square Senior Community"
"Thursday July 30, 2026",Lunch & Social Hour,EAST LAS VEGAS LIBRARY,11:00am - 1:00pm,"Join us for lunch and fun activities for seniors 60 and over. Meals are on a first come, first served basis, while supplies last.",Community Events • Health & Wellness,Seniors Page 183 of 193 --footer-line
"Thursday July 30, 2026",Toddler Time,ENTERPRISE LIBRARY,11:00am - 11:30am,"Enjoy Toddler Time, brought directly to you by our expert children's staff as they read beloved books, sing songs, and share early literacy tips. Ages 18 - 36 months.",Storytime,Toddlers
"Thursday July 30, 2026",Sing & Sway Thursday!,RAINBOW LIBRARY,11:00am - 11:30am,"Have fun learning through music and dancing! Kids will use colorful scarves and shaker eggs, participate in a sing-along, and enjoy an interactive book reading in this energetic and engaging program.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 30, 2026",Toddler Storytime,EAST LAS VEGAS LIBRARY,11:00am - 11:30am,"Children ages 18 to 36 months and parents will participate as we share songs, rhymes, and stories.",Storytime,Toddlers
"Thursday July 30, 2026",Meet Up and Eat Up,SUNRISE LIBRARY,11:00am - 1:00pm,Join Sunrise Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 30, 2026",Book Sale,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Thursday July 30, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,The original lava lamps uses wax and a liquid. You can make your own lava lamp that creates mesmerizing bubbles without heat! Come and make one with us.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Thursday July 30, 2026",Take and Make,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Thursday July 30, 2026",Baby Storytime,CENTENNIAL HILLS LIBRARY,11:30am - 12:00pm,"This storytime is for all children ages 0-18 months & their parents. Families will enjoy books, songs, rhymes, & movement activities while building language & literacy skills. Space is limited.",Storytime,Babies
"Thursday July 30, 2026",Puzzle Club,SUMMERLIN LIBRARY,11:30am - 1:30pm,Enjoy puzzles? Come join us for puzzle fun. Intended for adults.,"Arts, Crafts & Hobbies","Seniors, Adults Page 184 of 193 --footer-line"
"Thursday July 30, 2026",Five & Under Storytime,WINDMILL LIBRARY,11:30am - 12:00pm,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 30, 2026",Art Club,SEARCHLIGHT LIBRARY,11:30am - 2:00pm,Join us for our monthly painting,"Arts, Crafts & Hobbies","Tweens, Teens, Seniors, Kids, Adults"
"Thursday July 30, 2026",Five & Under Storytime,SUMMERLIN LIBRARY,11:30am - 12:00pm,"Enjoy a fun storytime with a variety of books, sing-a-longs, literacy tips & more.",Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 30, 2026",Pre-K Storytime,SPRING VALLEY LIBRARY,11:30am - 12:15pm,"Children ages 3-5 and their caregivers are welcome to join us for stories, songs, and activities that build early literacy skills.",Education & Literacy • Storytime,Preschoolers
"Thursday July 30, 2026",Meet Up and Eat Up,INDIAN SPRINGS LIBRARY,11:30am - 1:30pm,Join the Indian Springs Library for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies 'The Road' Writing & Movement"
"Thursday July 30, 2026",Summer Workshop,MESQUITE LIBRARY,11:30am - 1:00pm,"Teen and Tween writers will generate their own stories through group interactions, as well as, movement. Grades 6-12.","Books, Poetry & Writing • Entertainment & Theater","Tweens, Teens"
"Thursday July 30, 2026",Magician Adam London,SEARCHLIGHT LIBRARY,12:00pm - 12:45pm,Magical Comedy,Entertainment & Theater,"Tweens, Teens, Kids"
"Thursday July 30, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Thursday July 30, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies Page 185 of 193 --footer-line"
"Thursday July 30, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 30, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 30, 2026",Meet Up and Eat Up,CENTENNIAL HILLS LIBRARY,12:30pm - 2:00pm,Join Centennial Hills Library in the Bookstore & Vending area for free meals for children ages 3- 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Teens, Preschoolers, Kids"
"Thursday July 30, 2026",Caption Call,CLARK COUNTY LIBRARY,1:00pm - 2:00pm,"Learn all about CaptionCall, a federally funded captioning service which includes the CaptionCall phone and all related equipment ... all at no cost.",Computers & Technology • Health & Wellness,"Seniors, Adults"
"Thursday July 30, 2026",High Beginner English (ESL) Class,SAHARA WEST LIBRARY,1:30pm - 3:30pm,Come learn and practice your English skills at a High Beginner level. Students must register before attending.,Education & Literacy,Adults REGISTERED EVENT
